Workload,Estimation,Average Error,MAE,MAPE,EA,TAU,MAE_OVER,MAE_UNDER,%_OVER,%_UNDER,%_EXACT,MAE_S,MAE_OVER_S,MAE_UNDER_S,%_OVER_S,%_UNDER_S,%_EXACT_S,MAE_M,MAE_OVER_M,MAE_UNDER_M,%_OVER_M,%_UNDER_M,%_EXACT_M,MAE_L,MAE_OVER_L,MAE_UNDER_L,%_OVER_L,%_UNDER_L,%_EXACT_L
Normal,1 - User,15:40:16,56416.19836419198,2999.341407371898,0.10713352820951798,-0.4419666337954158,56416.19836419198,0.0,1.0,0.0,0.0,73598.77166888912,73598.77166888912,0.0,1.0,0.0,0.0,33514.68265560948,33514.68265560948,0.0,1.0,0.0,0.0,28266.77803273673,28266.77803273673,0.0,1.0,0.0,0.0
Normal,2 - Actual,00:00:00,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Normal,3 - Heuristic,01:01:35,3695.9314967942955,53.27742645215961,0.24812670673462348,0.32096771275308467,2096.91820210518,8785.644558354692,0.7585385583318354,0.23963389058661394,0.001827551081550722,1817.2420761103704,1837.8270128657398,39.59701492537314,0.9886142168427531,0.008590624679454303,0.002795158477792594,1919.5144418790935,2647.84586919105,1039.3959549624687,0.5475192008669839,0.45196249352117984,0.0005183056118362154,20670.42618938351,9810.260215053764,21509.193574958816,0.07113354749885269,0.9285605017592168,0.0003059507419305492
Normal,4 - DT,00:56:07,3367.5123134999103,3.90190070236026,0.5782678494992249,0.6696834574814295,3262.7734328462807,5234.749602480521,0.42751213374078734,0.3768350410449997,0.19565282521421296,772.1638116729921,1755.8714310840123,17.635598776223777,0.4374038362909016,0.23469073751153965,0.32790542619755875,2598.430994675588,4229.093927701056,1213.5560550211273,0.46402487866936815,0.524101210950384,0.011873910380247845,21346.772372648004,13169.078947368422,24180.61380864577,0.24996175615725869,0.7466727856815053,0.003365458161236041
Normal,5 - RNP,01:15:06,4506.397537300018,12.230834721008026,0.562610391585409,0.5499385781232077,7738.0871996686,4337.123421573102,0.36161543531667567,0.39385223800107855,0.24453232668224578,1677.4834341983794,5827.990341620462,21.116478245974648,0.28674735870345675,0.2994153246486819,0.41383731664786133,4244.69523630024,7376.039665970772,1176.5816987240526,0.49653677613909436,0.4948405032276304,0.00862272063327522,22231.721431849473,18140.55,24654.504618376275,0.3702003977359645,0.6293406761511396,0.0004589261128958238
Normal,6 - KNN,00:59:17,3557.569267181976,96.50003482927919,0.27568038386735383,0.22687664863552892,3009.0262945968725,5871.905144080104,0.7998531967164,0.195982383605968,0.004164419677631973,2784.218971176531,2841.4271615926286,37.8972972972973,0.9796132936711458,0.018976305262078164,0.0014104010667760796,2174.445789944871,2912.9281775767,721.0360373504523,0.666541016821373,0.3229515148659473,0.01050746831267964,12661.378002141655,10415.379770992366,13090.200400801603,0.16031818877160778,0.8396818112283922,0.0
Normal,7 - LLM,00:06:34,394.73591886871594,1.621772703952832,0.6864905843179141,0.7473760709705406,499.4824015805649,1827.2141007194246,0.40943136197495356,0.10411049194079933,0.4864581460842471,122.49802543850652,212.65685922199265,29.231715652768283,0.5708790645194379,0.03751666837624372,0.3916042671043184,394.73591886871594,1331.7707952468008,370.85948945615985,0.2061913961268435,0.21226970739292278,0.5815388964802337,2153.2059048493193,4452.243515850144,11187.016293279023,0.10616490744990056,0.15022181428789966,0.7436132782621998
